Group,Title,docs_to_search,error,error_item,error_context,solution_item,solution_context
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",quizás un hombre podía (llegar) [salir] de las tinieblas para raptarla,llegar,"IDO1_3 - llegar
>> Cuando los dos llegaron a ser libres
>> , hasta que llegaron de nuevo a

IDO1_4 - llegar
>> Casi has llegado a su corazón
>> su novia está llegando , y probablemente

",salir,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",un animal (selvático) [salvaje] habría podido agredirla,selvático,,salvaje,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",de una situación (en la que ella control no tenía) [que se le escapaba de las manos],en la que ella control no tenía,,que se le escapaba de las manos,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","si oía un ruido sospechoso, se ponía [a caminar] por el lado del recinto",,,a caminar,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",si algún coche llegaba por el lado [de] fuera del parque,,,de,"IDO1_3 - de
>> Harleen era una de las estudiantes de
>> Uno de los pacientes que
>> en sus sesiones de psiquiatría obteniendo su
>> sufrió las consecuencias de este acto ,
>> formar una pareja de criminales .
>> La relación de la psiquiatra novicia
>> , la mayoría de las veces Joker
>> De hecho , la
>> Con el ayuda de un enemigo de
>> De nuevo enamorados uno
>> con la motivación de vengar se por
>> Siguieron una serie de episodios de tira
>> la mala influencia de el hombre que
>> mujer , después de haber cambiado su

IDO1_4 - de
>> a tu puesto de trabajo , a
>> dedicas cada segundo de tu vida pensando
>> Pero tus momentos de desgracia y aflicción
>> producir una ráfaga de viento cada vez
>> con un mínimo de dos kilos de
>> tienes que hablar de temas que le
>> a su nivel de receptividad y conciencia
>> recordará el mercado de el pescado ,
>> Después de el acto ,
>> sigues siendo enamorada de él , pues

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",pero su (presunción) [suposición] dio tiempo al asesino,presunción,,suposición,
IDO1,IDO1_3,['IDO1_4'],"y ella, que (era) [estaba] aún perdidamente enamorada del hombre",era,"IDO1_4 - era
>> que ( aunque sea increíblemente mediocre )
>> El problema es que él te
>> un coño que seas profunda , intelectual
>> Lo que importa es que tu pelo
>> que nunca ha sido limpiada , unas
>> lo imbécil que es .
>> , si sigues siendo enamorada de él

",estaba,"IDO1_4 - estaba
>> de la que estás infatuada ni sabe
>> porque su novia está llegando , y
>> dirá que no está listo para nada

"
IDO1,IDO1_3,['IDO1_4'],si algunas veces la pareja tenía (unos) momentos dulces e íntimos,unos,"IDO1_4 - unos
>> como si fueras un espectro y ,
>> no hay ni una neurona en su
>> chicos le importa un coño que seas
>> que puedan producir una ráfaga de viento
>> la cara con un mínimo de dos
>> Una vez que te
>> Él solo quiere un publico para manifestar
>> viendo en ti un lado débil y
>> , para ver una habitación que nunca

",,
IDO1,IDO1_3,['IDO1_4'],(donde) [en los que] a veces se amaban y colaboraban,donde,,en los que,
IDO1,IDO1_3,['IDO1_4'],"de nuevo enamorados, continuaron cometiendo crímenes por un periodo [de tiempo]",,,de tiempo,
IDO1,IDO1_3,['IDO1_4'],hasta el punto (donde) [en que] Harleen imploró a los doctores por tres meses,donde,,en que,
IDO1,IDO1_3,['IDO1_4'],(para que pudiera) [que le permitieran] analizar al enfermo,para que pudiera,,que le permitieran,
IDO1,IDO1_3,['IDO1_4'],que le permitieran analizar al enfermo (privadamente) [en privado],privadamente,,en privado,
IDO1,IDO1_3,['IDO1_4'],él la sedujo en sus sesiones de psiquiatría (obteniendo su simpatía) [inspirando su compasión],obteniendo su simpatía,,inspirando su compasión,
IDO1,IDO1_3,['IDO1_4'],la relación de la psiquiatra novicia con el paciente (era caracterizada) [se caracterizaba],era caracterizada,,se caracterizaba,
IDO1,IDO1_3,['IDO1_4'],por ser extremamente (toxica) [tóxica],toxica,,tóxica,
IDO1,IDO1_3,['IDO1_4'],si [bien] algunas veces la pareja tenía momentos dulces e íntimos,,,bien,
IDO1,IDO1_3,['IDO1_4'],si algunas veces la pareja tenía momentos dulces (y) [e] íntimos,y,"IDO1_4 - y
>> fueras un espectro y , mientras tu
>> momentos de desgracia y aflicción terminan ahora
>> profunda , intelectual y culta .
>> cuchillos rosas , y que tus pestañas
>> intenso aroma , y no te olvides
>> Ah , y cúbrete la cara
>> hablar te , y aquí tendrás que
>> cállate totalmente , y asiente a todo
>> su narcisismo , y no una persona
>> nivel de receptividad y conciencia y él
>> sus propios microorganismos y un olor que
>> está llegando , y probablemente no hablaréis
>> Y , si sigues
>> Y , no te

",e,"IDO1_4 - e
>> pasión , furor e intenso enamoramiento .

"
IDO1,IDO1_3,['IDO1_4'],"ella sobrevivió, y con una intensa sed de venganza, quiso eliminar a (lo que) [quien] previamente",lo que,"IDO1_4 - lo que
>> Lo que importa es que
>> asiente a todo lo que dice .

",quien,
IDO1,IDO1_3,['IDO1_4'],con (el) [la] ayuda de un enemigo de Joker,el,"IDO1_4 - el
>> trabajo , a la universidad o a
>> El problema es que
>> , gracias a los consejos perfectos para
>> A los chicos le importa
>> se fría por el intenso aroma ,
>> , y cúbrete la cara con un
>> él , como el fútbol o los
>> una persona con la cual tener una
>> Ahora que la conversación ha ido
>> que te recordará el mercado de el
>> Después de el acto , dormiréis
>> que le gustan las "" dinámicas ""

",la,"IDO1_4 - la
>> trabajo , a la universidad o a
>> El problema es que
>> , gracias a los consejos perfectos para
>> A los chicos le importa
>> se fría por el intenso aroma ,
>> , y cúbrete la cara con un
>> él , como el fútbol o los
>> una persona con la cual tener una
>> Ahora que la conversación ha ido
>> que te recordará el mercado de el
>> Después de el acto , dormiréis
>> que le gustan las "" dinámicas ""

"
IDO1,IDO1_3,['IDO1_4'],pero mientras estaba (al) [a] punto de empujarlo de un rascacielos,al,,a,"IDO1_4 - a
>> Consejos para conquistar a tu crush
>> vez que vas a tu puesto de
>> mismo , gracias a los consejos perfectos
>> A los chicos le
>> dejar ningún espacio a la imaginación .
>> le puedan interesar a él , como
>> te ha invitado a beber algo por
>> Casi has llegado a su corazón ,
>> tenéis , pero a ti que te

"
IDO1,IDO1_3,['IDO1_4'],"y ella, que estaba aún [perdidamente] enamorada (perdidamente) del hombre",perdidamente,,perdidamente,
IDO1,IDO1_3,['IDO1_4'],"de nuevo enamorados (uno de la otra), continuaron cometiendo crímenes",uno de la otra,,,
IDO1,IDO1_3,['IDO1_4'],Joker la había casi (matada) [matado] por celos,matada,,matado,
IDO1,IDO1_3,['IDO1_4'],la motivación de vengarse por los abusos que había sufrido (por) [de] la mano del hombre,por,"IDO1_4 - por
>> cerebro se fría por el intenso aroma
>> a beber algo por la tarde .

",de,"IDO1_4 - de
>> a tu puesto de trabajo , a
>> dedicas cada segundo de tu vida pensando
>> Pero tus momentos de desgracia y aflicción
>> producir una ráfaga de viento cada vez
>> con un mínimo de dos kilos de
>> tienes que hablar de temas que le
>> a su nivel de receptividad y conciencia
>> recordará el mercado de el pescado ,
>> Después de el acto ,
>> sigues siendo enamorada de él , pues

"
IDO1,IDO1_3,['IDO1_4'],la motivación de vengarse por los abusos que había sufrido de [la] mano del hombre,,,la,"IDO1_4 - la
>> trabajo , a la universidad o a
>> El problema es que
>> , gracias a los consejos perfectos para
>> A los chicos le importa
>> se fría por el intenso aroma ,
>> , y cúbrete la cara con un
>> él , como el fútbol o los
>> una persona con la cual tener una
>> Ahora que la conversación ha ido
>> que te recordará el mercado de el
>> Después de el acto , dormiréis
>> que le gustan las "" dinámicas ""

"
IDO1,IDO1_3,['IDO1_4'],y [en] otros querían poner fin a la vida del otro,,,en,"IDO1_4 - en
>> tu vida pensando en él , la
>> ni una neurona en su cerebro )
>> él , viendo en ti un lado
>> finalmente unir te en momentos de pasión

"
IDO1,IDO1_3,['IDO1_4'],y en otros (donde) querían poner fin a la vida del otro,donde,,,
IDO1,IDO1_3,['IDO1_4'],"Harleen decidió vivir sola, intentando (conducir) [llevar] una vida lo más normal posible",conducir,,llevar,
IDO1,IDO1_3,['IDO1_4'],la mala influencia del hombre que la había puesto frente a (mucho) [tanto] sufrimiento,mucho,,tanto,"IDO1_4 - tanto
>> Ponte tanto perfume para que
>> nueva serie que tanto le encanta ""

"
IDO1,IDO1_3,['IDO1_4'],la mala influencia del hombre que la había puesto frente [a] tanto sufrimiento,,,a,"IDO1_4 - a
>> Consejos para conquistar a tu crush
>> vez que vas a tu puesto de
>> mismo , gracias a los consejos perfectos
>> A los chicos le
>> dejar ningún espacio a la imaginación .
>> le puedan interesar a él , como
>> te ha invitado a beber algo por
>> Casi has llegado a su corazón ,
>> tenéis , pero a ti que te

"
IDO1,IDO1_3,['IDO1_4'],"se hizo (terapista) [terapeuta], con la esperanza de poder comenzar una nueva vida",terapista,,terapeuta,
IDO1,IDO1_3,['IDO1_4'],"se hizo terapeuta, (en) [con] la esperanza de poder comenzar una nueva vida",en,"IDO1_4 - en
>> tu vida pensando en él , la
>> ni una neurona en su cerebro )
>> él , viendo en ti un lado
>> finalmente unir te en momentos de pasión

",con,"IDO1_4 - con
>> cúbrete la cara con un mínimo de
>> Interésalo con tus palabras .
>> no una persona con la cual tener
>> , unas tazas con sus propios microorganismos

"
IDO1,IDO1_4,,gracias a (los) [estos] consejos perfectos para hacerte notar,los,,estos,
IDO1,IDO1_4,,"y, si sigues (siendo) [estando] enamorada de él",siendo,,estando,
IDO1,IDO1_4,,te invite a (tu) [su] casa,tu,,su,
IDO1,IDO1_4,,si (el) [él] no te echa de casa porque su novia está llegando,el,,él,
IDO1,IDO1_4,,una vez que (te haya notado) [se haya fijado en ti],te haya notado,,se haya fijado en ti,
IDO1,IDO1_4,,la persona de la que estás (infatuada) [prendada] ni sabe tu nombre,infatuada,,prendada,
IDO1,IDO1_4,,mientras (tu) [tú] dedicas cada segundo de tu vida,tu,,tú,
IDO1,IDO1_4,,dedicas cada segundo de tu vida (pensando) [a pensar] en él,pensando,,a pensar,
IDO1,IDO1_4,,"y, probablemente, ni [siquiera] sabe que existes",,,siquiera,
IDO1,IDO1_4,,para hacerte notar (de) [por] tu príncipe azul,de,,por,
IDO1,IDO1_4,,"a los chicos (le) [les] importa un coño que seas profunda, intelectual y culta",le,,les,
IDO1,IDO1_4,,tus uñas (sean) afiladas como si fueran cuchillos rosas,sean,,,
IDO1,IDO1_4,,y (que) tus pestañas postizas (sean) tan largas que puedan producir una ráfaga de viento,"que, sean",,,
IDO1,IDO1_4,,ponte tanto perfume (para) que tu cerebro se fría por el intenso aroma,para,,,
IDO1,IDO1_4,,y no te olvides [de] mostrar toda la carne que posees,,,de,
IDO1,IDO1_4,,y (aquí) [entonces] tendrás que esforzarte particularmente,aquí,,entonces,
IDO1,IDO1_4,,él solo quiere un (publico) [público] para manifestar su narcisismo,publico,,público,
IDO1,IDO1_4,,y no una persona con la cual tener una (real) [verdadera] conversación,real,,verdadera,
IDO1,IDO1_4,,ver esta nueva serie que tanto (le) [me] encanta,le,,me,
IDO1,IDO1_4,,pero a ti (que) [qué] te importa,que,,qué,
IDO1,IDO1_4,,pero a ti qué te (interesa) [importa],interesa,,importa,
IDO1,IDO1_4,,"y, no te olvides, ¡(sí) [sé] tú misma!",sí,,sé,
IDO1,IDO1_4,,"y, no te olvides, ¡sé (tu) [tú] misma!",tu,,tú,
